id	Nome do aeroporto	Cod IATA	COD ICAO	Cidade	Pa°s	Latitude	Longetude	Altitude	Fuso hor†rio	DST	Continente/Cidade
2529	Bacacheri Airport	BFH	SBBI	Curitiba	Brazil	-254050998688	-4923199844359999	3057	-3	S	America/Sao_Paulo
2530	Major Brigadeiro Doorgal Borges Airport	\N	SBBQ	Barbacena	Brazil	-212672	-43761101	3657	-3	S	America/Sao_Paulo
2531	Presidente Juscelino Kubistschek International Airport	BSB	SBBR	Brasilia	Brazil	-1586916732788086	-47920833587646484	3497	-3	S	America/Sao_Paulo
2532	Bauru Airport	BAU	SBBU	Bauru	Brazil	-223449993134	-490537986755	2025	-3	S	America/Sao_Paulo
2533	Atlas Brasil Cantanhede Airport	BVB	SBBV	Boa Vista	Brazil	284138894081	-606922225952	276	-4	S	America/Boa_Vista
2534	Barra do Garáas Airport	BPG	SBBW	Barra Do Garcas	Brazil	-15861300468400001	-523889007568	1147	-4	S	America/Campo_Grande
2535	Cascavel Airport	CAC	SBCA	Cascavel	Brazil	-250002994537	-53500801086399996	2473	-3	S	America/Sao_Paulo
2536	Cachimbo Airport	\N	SBCC	Itaituba	Brazil	-933393955231	-549654006958	1762	-3	S	America/Belem
2537	Tancredo Neves International Airport	CNF	SBCF	Belo Horizonte	Brazil	-1962444305419922	-4397194290161133	2715	-3	S	America/Sao_Paulo
2538	Campo Grande Airport	CGR	SBCG	Campo Grande	Brazil	-20468700408900002	-546725006104	1833	-4	S	America/Campo_Grande
2539	Serafin Enoss Bertaso Airport	XAP	SBCH	Chapeco	Brazil	-27134199142456	-52656600952148	2146	-3	S	America/Sao_Paulo
2540	Brig. Lysias Augusto Rodrigues Airport	CLN	SBCI	Carolina	Brazil	-732043981552124	-4745869827270508	565	-3	S	America/Fortaleza
2541	Diom°cio Freitas Airport	CCM	SBCM	Criciuma	Brazil	-287244434357	-494213905334	93	-3	S	America/Sao_Paulo
2542	Canoas Air Force Base	\N	SBCO	Porto Alegre	Brazil	-29945928	-51144413	26	-3	S	America/Sao_Paulo
2543	Bartolomeu Lisandro Airport	CAW	SBCP	Campos	Brazil	-21698299408	-41301700592	57	-3	S	America/Sao_Paulo
2544	Corumb† International Airport	CMG	SBCR	Corumba	Brazil	-190119438171	-576713905334	461	-4	S	America/Campo_Grande
2545	Afonso Pena Airport	CWB	SBCT	Curitiba	Brazil	-255284996033	-491758003235	2988	-3	S	America/Sao_Paulo
2546	Caravelas Airport	CRQ	SBCV	Caravelas	Brazil	-17652299880981	-39253101348877	36	-3	S	America/Fortaleza
2547	Hugo Cantergiani Regional Airport	CXJ	SBCX	Caxias Do Sul	Brazil	-29197099685699996	-511875	2472	-3	S	America/Sao_Paulo
2548	Marechal Rondon Airport	CGB	SBCY	Cuiaba	Brazil	-156528997421	-561166992188	617	-4	S	America/Campo_Grande
2549	Cruzeiro do Sul Airport	CZS	SBCZ	Cruzeiro do Sul	Brazil	-759990978241	-727695007324	637	-5	S	America/Rio_Branco
2550	Presidente Prudente Airport	PPB	SBDN	President Prudente	Brazil	-221751003265	-514245986938	1477	-3	S	America/Sao_Paulo
2551	Eduardo Gomes International Airport	MAO	SBEG	Manaus	Brazil	-30386099815368652	-6004970169067383	264	-4	S	America/Boa_Vista
2552	Jacareacanga Airport	JCR	SBEK	Jacare-acanga	Brazil	-6233160018920898	-5777690124511719	323	-3	S	America/Belem
2553	S∆o Pedro da Aldeia Airport	\N	SBES	Sao Pedro Da Aldeia	Brazil	-2281290054321289	-4209260177612305	61	-3	S	America/Sao_Paulo
2554	Cataratas International Airport	IGU	SBFI	Foz Do Iguacu	Brazil	-25600278854370117	-5448500061035156	786	-3	S	America/Sao_Paulo
2555	Herc°lio Luz International Airport	FLN	SBFL	Florianopolis	Brazil	-27670278549194336	-485525016784668	16	-3	S	America/Sao_Paulo
2556	Fernando de Noronha Airport	FEN	SBFN	Fernando Do Noronha	Brazil	-385493	-32423302	193	-3	S	America/Fortaleza
2558	Furnas Airport	\N	SBFU	Alpinopolis	Brazil	-20702800750732422	-4633530044555664	2413	-3	S	America/Sao_Paulo
2559	Pinto Martins International Airport	FOR	SBFZ	Fortaleza	Brazil	-3776279926300049	-3853260040283203	82	-3	S	America/Fortaleza
2560	Rio Gale∆o ? Tom Jobim International Airport	GIG	SBGL	Rio De Janeiro	Brazil	-228099994659	-432505569458	28	-3	S	America/Sao_Paulo
2561	Guajar†-Mirim Airport	GJM	SBGM	Guajara-mirim	Brazil	-10786399841308594	-6528479766845703	478	-4	S	America/Boa_Vista
2562	Santa Genoveva Airport	GYN	SBGO	Goiania	Brazil	-16631999969482422	-49220699310302734	2450	-3	S	America/Sao_Paulo
2563	EMBRAER - Unidade Gavi∆o Peixoto Airport	\N	SBGP	Macae	Brazil	-21773700714111328	-4840510177612305	1998	-3	S	America/Sao_Paulo
2564	Guarulhos - Governador AndrÇ Franco Montoro International Airport	GRU	SBGR	Sao Paulo	Brazil	-23435556411743164	-4647305679321289	2459	-3	S	America/Sao_Paulo
2565	Guaratinguet† Airport	GUJ	SBGW	Guaratingueta	Brazil	-2279159927368164	-4520479965209961	1761	-3	S	America/Sao_Paulo
2566	Altamira Airport	ATM	SBHT	Altamira	Brazil	-32539100646973	-52254001617432	369	-3	S	America/Belem
2567	Itacoatiara Airport	ITA	SBIC	Itaituba	Brazil	-31272599697113037	-58481201171875	142	-4	S	America/Boa_Vista
2568	Itaituba Airport	ITB	SBIH	Itaituba	Brazil	-42423400878906	-56000701904297	110	-3	S	America/Belem
2569	Bahia - Jorge Amado Airport	IOS	SBIL	Ilheus	Brazil	-14815999984741	-39033199310303	15	-3	S	America/Fortaleza
2570	Usiminas Airport	IPN	SBIP	Ipatinga	Brazil	-19470699310303	-42487598419189	784	-3	S	America/Sao_Paulo
2571	Francisco Vilela do Amaral Airport	ITR	SBIT	Itumbiara	Brazil	-184447002411	-492134017944	1630	-3	S	America/Sao_Paulo
2572	Prefeito Renato Moreira Airport	IMP	SBIZ	Imperatriz	Brazil	-553129	-47459999	432	-3	S	America/Fortaleza
2573	BelÇm/Brigadeiro Prot†sio de Oliveira Airport	\N	SBJC	Belem	Brazil	-14141600132	-484607009888	52	-3	S	America/Belem
2574	Francisco de Assis Airport	JDF	SBJF	Juiz De Fora	Brazil	-21791500091552734	-4338679885864258	2989	-3	S	America/Sao_Paulo
2575	Presidente Castro Pinto International Airport	JPA	SBJP	Joao Pessoa	Brazil	-7145833015440001	-349486122131	217	-3	S	America/Fortaleza
2576	Lauro Carneiro de Loyola Airport	JOI	SBJV	Joinville	Brazil	-2622450065612793	-48797401428222656	15	-3	S	America/Sao_Paulo
2577	Presidente Jo∆o Suassuna Airport	CPV	SBKG	Campina Grande	Brazil	-726992	-358964	1646	-3	S	America/Fortaleza
2578	Viracopos International Airport	VCP	SBKP	Campinas	Brazil	-230074005127	-471344985962	2170	-3	S	America/Sao_Paulo
2579	Lages Airport	LAJ	SBLJ	Lajes	Brazil	-27782100677499997	-5028150177	3065	-3	S	America/Sao_Paulo
2580	Lins Airport	LIP	SBLN	Lins	Brazil	-21663999557495	-49730499267578	1559	-3	S	America/Sao_Paulo
2581	Governador JosÇ Richa Airport	LDB	SBLO	Londrina	Brazil	-23333599090599996	-511301002502	1867	-3	S	America/Sao_Paulo
2582	Bom Jesus da Lapa Airport	LAZ	SBLP	Bom Jesus Da Lapa	Brazil	-132621002197	-434081001282	1454	-3	S	America/Fortaleza
2583	Lagoa Santa Airport	\N	SBLS	Lagoa Santa	Brazil	-1966160011291504	-43896400451660156	2795	-3	S	America/Sao_Paulo
2584	Jo∆o Correa da Rocha Airport	MAB	SBMA	Maraba	Brazil	-536858987808	-49138000488299994	357	-3	S	America/Belem
2585	Monte Dourado Airport	MEU	SBMD	Almeirim	Brazil	-889839	-526022	677	-3	S	America/Belem
2586	Regional de Maring† - S°lvio Nane Junior Airport	MGF	SBMG	Maringa	Brazil	-23479444503799996	-5201222229	1788	-3	S	America/Sao_Paulo
2587	M†rio Ribeiro Airport	MOC	SBMK	Montes Claros	Brazil	-16706899642899998	-43818901062	2191	-3	S	America/Sao_Paulo
2589	Ponta Pelada Airport	PLL	SBMN	Manaus	Brazil	-31460399627685547	-5998630142211914	267	-4	S	America/Boa_Vista
2590	Zumbi dos Palmares Airport	MCZ	SBMO	Maceio	Brazil	-9510809898376465	-3579169845581055	387	-3	S	America/Fortaleza
2591	Alberto Alcolumbre Airport	MCP	SBMQ	Macapa	Brazil	506640002131	-510722007751	56	-3	S	America/Fortaleza
2592	Dix-Sept Rosado Airport	MVF	SBMS	Mocord	Brazil	-52019200324999995	-373642997742	76	-3	S	America/Fortaleza
2593	Campo de Marte Airport	\N	SBMT	Sao Paulo	Brazil	-235090999603	-466377983093	2368	-3	S	America/Sao_Paulo
2594	ManicorÇ Airport	MNX	SBMY	Manicore	Brazil	-58113799095154	-61278301239014	174	-4	S	America/Boa_Vista
2595	Ministro Victor Konder International Airport	NVT	SBNF	Navegantes	Brazil	-26879999	-48651402	18	-3	S	America/Sao_Paulo
2596	Santo ∂ngelo Airport	GEL	SBNM	Santo Angelo	Brazil	-282817	-54169102	1056	-3	S	America/Sao_Paulo
2597	Governador Alu°zio Alves International Airport	NAT	SBSG	Natal	Brazil	-5768056	-35376111	272	-3	S	America/Fortaleza
2598	Oiapoque Airport	OYK	SBOI	Oioiapoque	Brazil	385548996925354	-5179690170288086	63	-3	S	America/Fortaleza
2599	Salgado Filho Airport	POA	SBPA	Porto Alegre	Brazil	-29994400024414062	-511713981628418	11	-3	S	America/Sao_Paulo
2600	Prefeito Doutor Jo∆o Silva Filho Airport	PHB	SBPB	Parnaiba	Brazil	-289374995232	-4173199844359999	16	-3	S	America/Fortaleza
2601	Poáos de Caldas - Embaixador Walther Moreira Salles Airport	POO	SBPC	Pocos De Caldas	Brazil	-21843000411987	-46567901611328	4135	-3	S	America/Sao_Paulo
2602	Lauro Kurtz Airport	PFB	SBPF	Passo Fundo	Brazil	-28243999	-52326599	2376	-3	S	America/Sao_Paulo
2603	Jo∆o Sim‰es Lopes Neto International Airport	PET	SBPK	Pelotas	Brazil	-31718399	-52327702	59	-3	S	America/Sao_Paulo
2604	Senador Nilo Coelho Airport	PNZ	SBPL	Petrolina	Brazil	-9362409591674805	-4056909942626953	1263	-3	S	America/Fortaleza
2605	Porto Nacional Airport	PNB	SBPN	Porto Nacional	Brazil	-10719400405883789	-4839970016479492	870	-3	S	America/Fortaleza
2606	Ponta Por∆ Airport	PMG	SBPP	Ponta Pora	Brazil	-2254960060119629	-55702598571777344	2156	-4	S	America/Campo_Grande
2607	Governador Jorge Teixeira de Oliveira Airport	PVH	SBPV	Porto Velho	Brazil	-870928955078125	-6390230178833008	290	-4	S	America/Boa_Vista
2609	Pl†cido de Castro Airport	RBR	SBRB	Rio Branco	Brazil	-9868888854980469	-6789805603027344	633	-5	S	America/Rio_Branco
2610	Guararapes - Gilberto Freyre International Airport	REC	SBRF	Recife	Brazil	-8126489639282227	-3492359924316406	33	-3	S	America/Fortaleza
2612	Santos Dumont Airport	SDU	SBRJ	Rio De Janeiro	Brazil	-22910499572799996	-431631011963	11	-3	S	America/Sao_Paulo
2613	Leite Lopes Airport	RAO	SBRP	Ribeirao Preto	Brazil	-21136388778686523	-47776668548583984	1806	-3	S	America/Sao_Paulo
2614	Santa Cruz Air Force Base	SNZ	SBSC	Rio De Janeiro	Brazil	-229324	-43719101	10	-3	S	America/Sao_Paulo
2615	Professor Urbano Ernesto Stumpf Airport	SJK	SBSJ	Sao Jose Dos Campos	Brazil	-2322920036315918	-4586149978637695	2120	-3	S	America/Sao_Paulo
2616	Marechal Cunha Machado International Airport	SLZ	SBSL	Sao Luis	Brazil	-2585360050201416	-44234100341796875	178	-3	S	America/Fortaleza
2618	Congonhas Airport	CGH	SBSP	Sao Paulo	Brazil	-23626110076904297	-4665638732910156	2631	-3	S	America/Sao_Paulo
2619	Prof. Eribelto Manoel Reino State Airport	SJP	SBSR	Sao Jose Do Rio Preto	Brazil	-20816600799599996	-4940650177	1784	-3	S	America/Sao_Paulo
2620	Base AÇrea de Santos Airport	SSZ	SBST	Santos	Brazil	-23928056716918945	-46299720764160156	10	-3	S	America/Sao_Paulo
2621	Deputado Luiz Eduardo Magalh∆es International Airport	SSA	SBSV	Salvador	Brazil	-129086112976	-383224983215	64	-3	S	America/Fortaleza
2622	Trombetas Airport	TMT	SBTB	Oriximina	Brazil	-1489599943161	-56396800994873	287	-3	S	America/Belem
2623	Senador Petrìnio Portela Airport	THE	SBTE	Teresina	Brazil	-50599398613	-428235015869	219	-3	S	America/Fortaleza
2624	TefÇ Airport	TFF	SBTF	Tefe	Brazil	-338294005394	-647240982056	188	-4	S	America/Boa_Vista
2625	Tarauac† Airport	TRQ	SBTK	Tarauaca	Brazil	-81552600860596	-70783302307129	646	-5	S	America/Rio_Branco
2626	Telàmaco Borba Airport	TEC	SBTL	Telemaco Borba	Brazil	-24317800521850586	-506515998840332	2610	-3	S	America/Sao_Paulo
2627	Tiri¢s Airport	\N	SBTS	Obidos Tirios	Brazil	222347	-55946098	1127	-3	S	America/Belem
2628	Tabatinga Airport	TBT	SBTT	Tabatinga	Brazil	-42556700706482	-6993579864502	279	-4	S	America/Boa_Vista
2629	Tucuru° Airport	TUR	SBTU	Tucurui	Brazil	-37860100269318	-4972029876709	830	-3	S	America/Belem
2630	S∆o Gabriel da Cachoeira Airport	SJL	SBUA	Sao Gabriel	Brazil	-14835	-669855	251	-4	S	America/Boa_Vista
2631	Paulo Afonso Airport	PAV	SBUF	Paulo Alfonso	Brazil	-94008798599243	-38250598907471	883	-3	S	America/Fortaleza
2632	Rubem Berta Airport	URG	SBUG	Uruguaiana	Brazil	-297821998596	-570382003784	256	-3	S	America/Sao_Paulo
2633	Ten. Cel. Aviador CÇsar Bombonato Airport	UDI	SBUL	Uberlandia	Brazil	-18883612	-48225277	3094	-3	S	America/Sao_Paulo
2635	M†rio de Almeida Franco Airport	UBA	SBUR	Uberaba	Brazil	-19764722824097	-47966110229492	2655	-3	S	America/Sao_Paulo
2636	Major Brigadeiro Trompowsky Airport	VAG	SBVG	Varginha	Brazil	-215900993347	-454733009338	3025	-3	S	America/Sao_Paulo
2637	Brigadeiro Camar∆o Airport	BVH	SBVH	Vilhena	Brazil	-12694399833679	-60098300933838	2018	-4	S	America/Boa_Vista
2638	Eurico de Aguiar Salles Airport	VIX	SBVT	Vitoria	Brazil	-20258057	-40286388	11	-3	S	America/Sao_Paulo
2639	Iauaretà Airport	\N	SBYA	Iauarete	Brazil	6075000166893	-6918579864502	345	-4	S	America/Boa_Vista
2640	Campo Fontenelle Airport	QPS	SBYS	Piracununga	Brazil	-21984600067138672	-47334800720214844	1968	-3	S	America/Sao_Paulo
2641	Chacalluta Airport	ARI	SCAR	Arica	Chile	-18348499	-70338699	167	-4	S	America/Santiago
2642	Balmaceda Airport	BBA	SCBA	Balmaceda	Chile	-45916099548339844	-7168949890136719	1722	-4	S	America/Santiago
2643	El Bosque Airport	\N	SCBQ	Santiago	Chile	-33561798095703125	-7068840026855469	1844	-4	S	America/Santiago
2644	Chile Chico Airport	CCH	SCCC	Chile Chico	Chile	-4658330154418945	-716874008178711	1070	-4	S	America/Santiago
2645	El Loa Airport	CJC	SCCF	Calama	Chile	-22498199462890625	-6890360260009766	7543	-4	S	America/Santiago
2646	Gral. Bernardo OÔHiggins Airport	YAI	SCCH	Chillan	Chile	-3658250045776367	-7203140258789062	495	-4	S	America/Santiago
2647	Pdte. Carlos Iba§ez del Campo Airport	PUQ	SCCI	Punta Arenas	Chile	-53002602	-70854599	139	-4	S	America/Santiago
2648	Teniente Vidal Airport	GXQ	SCCY	Coyhaique	Chile	-45594200134277344	-721061019897461	1020	-4	S	America/Santiago
2649	Diego Aracena Airport	IQQ	SCDA	Iquique	Chile	-20535200119018555	-701812973022461	155	-4	S	America/Santiago
2650	Comodoro Arturo Merino Ben°tez International Airport	SCL	SCEL	Santiago	Chile	-33393001556396484	-7078579711914062	1555	-4	S	America/Santiago
2651	AndrÇs Sabella G†lvez International Airport	ANF	SCFA	Antofagasta	Chile	-23444501	-70445099	455	-4	S	America/Santiago
2652	Capitan Fuentes Martinez Airport Airport	WPR	SCFM	Porvenir	Chile	-53253700256347656	-7031919860839844	104	-4	S	America/Santiago
2653	Futaleuf£ Airport	FFU	SCFT	Futaleufu	Chile	-4318920135498047	-718510971069336	1148	-4	S	America/Santiago
2654	Mar°a Dolores Airport	LSQ	SCGE	Los Angeles	Chile	-3740169906616211	-7242539978027344	374	-4	S	America/Santiago
2655	Guardiamarina Za§artu Airport	WPU	SCGZ	Puerto Williams	Chile	-5493109893798828	-6762629699707031	88	-4	S	America/Santiago
2656	Carriel Sur Airport	CCP	SCIE	Concepcion	Chile	-36772701	-73063103	26	-4	S	America/Santiago
2657	Mataveri Airport	IPC	SCIP	Easter Island	Chile	-271648006439	-10942199707	227	-6	S	Pacific/Easter
2658	Ca§al Bajo Carlos - Hott Siebert Airport	ZOS	SCJO	Osorno	Chile	-4061119842529297	-7306099700927734	187	-4	S	America/Santiago
2659	Vallenar Airport	VLR	SCLL	Vallenar	Chile	-28596399307250977	-7075599670410156	1725	-4	S	America/Santiago
2660	De La Independencia Airport	QRC	SCRG	Rancagua	Chile	-3417369842529297	-7077570343017578	1446	-4	S	America/Santiago
2661	Teniente Rodolfo Marsh Martin Base	TNM	SCRM	Isla Rey Jorge	Antarctica	-621907997131	-589866981506	147	12	U	Antarctica/South_Pole
2662	La Florida Airport	LSC	SCSE	La Serena	Chile	-29916201	-71199501	481	-4	S	America/Santiago
2663	Eulogio S†nchez Airport	\N	SCTB	Santiago	Chile	-33456298828125	-7054669952392578	2129	-4	S	America/Santiago
2664	Maquehue Airport	PZS	SCTC	Temuco	Chile	-38766799926758	-72637100219727	304	-4	S	America/Santiago
2665	El Tepual Airport	PMC	SCTE	Puerto Montt	Chile	-41438899993896484	-7309400177001953	294	-4	S	America/Santiago
2666	ChaitÇn Airport	WCH	SCTN	Chaiten	Chile	-4293280029296875	-726990966796875	13	-4	S	America/Santiago
2667	Pichoy Airport	ZAL	SCVD	Valdivia	Chile	-396500015259	-730860977173	59	-4	S	America/Santiago
2668	Chacho†n Airport	ATF	SEAM	Ambato	Ecuador	-12120699882507324	-7857460021972656	8502	-5	U	America/Guayaquil
2669	Hacienda Clementina Airport	\N	SECM	Clementia	Ecuador	-17062699794769287	-7937889862060547	328	-5	U	America/Guayaquil
2670	Francisco De Orellana Airport	OCC	SECO	Coca	Ecuador	-4628860056400299	-7698680114746094	834	-5	U	America/Guayaquil
2671	Mariscal Lamar Airport	CUE	SECU	Cuenca	Ecuador	-288947	-78984398	8306	-5	U	America/Guayaquil
2672	Seymour Airport	GPS	SEGS	Galapagos	Ecuador	-45375800132751465	-9026589965820312	207	-6	U	Pacific/Galapagos
2673	JosÇ Joaqu°n de Olmedo International Airport	GYE	SEGU	Guayaquil	Ecuador	-21574199199699997	-7988359832760001	19	-5	U	America/Guayaquil
2674	Gualaquiza Airport	\N	SEGZ	Gualaquiza	Ecuador	-34232099056243896	-7856700134277344	2640	-5	U	America/Guayaquil
2675	Atahualpa Airport	\N	SEIB	Ibarra	Ecuador	33841899037361145	-7813639831542969	7304	-5	U	America/Guayaquil
2676	Km 192 Airport	\N	SEKK	Km-192	Ecuador	18420299887657166	-7939199829101562	1247	-5	U	America/Guayaquil
2677	Hacienda La Julia Airport	\N	SELJ	La Julia	Ecuador	-17043800354003906	-7955229949951172	50	-5	U	America/Guayaquil
2678	Cotopaxi International Airport	LTX	SELT	Latacunga	Ecuador	-906833	-78615799	9205	-5	U	America/Guayaquil
2679	Jose Maria Velasco Ibarra Airport	MRR	SEMA	Macara	Ecuador	-437823009491	-7994100189210002	1508	-5	U	America/Guayaquil
2680	Coronel E Carvajal Airport	XMS	SEMC	Macas	Ecuador	-22991700172424316	-7812079620361328	3452	-5	U	America/Guayaquil
2681	General Manuel Serrano Airport	MCH	SEMH	Machala	Ecuador	-32689	-79961601	11	-5	U	America/Guayaquil
2682	El Carmen Airport	\N	SEMO	Montalvo	Ecuador	-2067009925842285	-7697570037841797	960	-5	U	America/Guayaquil
2683	Eloy Alfaro International Airport	MEC	SEMT	Manta	Ecuador	-9460780024528503	-8067880249023438	48	-5	U	America/Guayaquil
2684	Maragrosa Airport	\N	SEMX	Maragrosa	Ecuador	-2851099967956543	-7980359649658203	18	-5	U	America/Guayaquil
2685	Amable Calle Gutierrez Airport	\N	SEPS	Pasaje	Ecuador	-33196699619293213	-7976920318603516	22	-5	U	America/Guayaquil
2686	Reales Tamarindos Airport	PVO	SEPV	Portoviejo	Ecuador	-10416500568389893	-8047219848632812	130	-5	U	America/Guayaquil
2687	Quevedo Airport	\N	SEQE	Quevedo	Ecuador	-9894000291824341	-7946510314941406	350	-5	U	America/Guayaquil
2688	Mariscal Sucre International Airport	UIO	SEQM	Quito	Ecuador	-129166666667	-783575	7841	-5	U	America/Guayaquil
2689	Chimborazo Airport	\N	SERB	Riobamba	Ecuador	-16534299850463867	-7865609741210938	9151	-5	U	America/Guayaquil
2690	Santa Rosa International Airport	ETR	SERO	Santa Rosa	Ecuador	-3441986	-79996957	20	-5	U	America/Guayaquil
2691	General Ulpiano Paez Airport	SNC	SESA	Salinas	Ecuador	-220499	-80988899	18	-5	U	America/Guayaquil
2692	Santo Domingo de Los Colorados Airport	\N	SESD	Santo Domingo	Ecuador	-2482219934463501	-7921440124511719	1714	-5	U	America/Guayaquil
2694	Taura Airport	\N	SETA	Taura	Ecuador	-2261039972305298	-796801986694336	56	-5	U	America/Guayaquil
2695	Mayor Galo Torres Airport	\N	SETE	Tena	Ecuador	-9867669939994812	-7781950378417969	1708	-5	U	America/Guayaquil
2696	Tarapoa Airport	TPC	SETR	Tarapoa	Ecuador	-12295600026845932	-7633779907226562	814	-5	U	America/Guayaquil
2697	Teniente Coronel Luis a Mantilla Airport	TUA	SETU	Tulcan	Ecuador	8095059990882874	-7770809936523438	9649	-5	U	America/Guayaquil
2699	Silvio Pettirossi International Airport	ASU	SGAS	Asuncion	Paraguay	-25239999771118164	-5752000045776367	292	-4	S	America/Asuncion
2700	Juan De Ayolas Airport	AYO	SGAY	Ayolas	Paraguay	-27370554	-56854064	223	-4	S	America/Asuncion
2701	Teniente Col Carmelo Peralta Airport	CIO	SGCO	Conception	Paraguay	-23442363	-57427253	253	-4	S	America/Asuncion
2702	Itaip£ Airport	\N	SGIB	Itaipu	Paraguay	-25407519	-54619377	762	-4	S	America/Asuncion
2703	Dr. Luis Maria Arga§a International Airport	ESG	SGME	Mariscal Estigarribia	Paraguay	-22049999237060547	-60619998931884766	553	-4	S	America/Asuncion
2704	Carlos Miguel Gimenez Airport	PIL	SGPI	Pilar	Paraguay	-26881224	-58318026	249	-4	S	America/Asuncion
2705	El Eden Airport	AXM	SKAR	Armenia	Colombia	445278	-757664	3990	-5	U	America/Bogota
2706	Tres De Mayo Airport	PUU	SKAS	Puerto Asis	Colombia	505228	-765008	815	-5	U	America/Bogota
2707	Las Flores Airport	ELB	SKBC	El Banco	Colombia	904554	-739749	111	-5	U	America/Bogota
2708	Palonegro Airport	BGA	SKBG	Bucaramanga	Colombia	71265	-731848	3897	-5	U	America/Bogota
2709	El Dorado International Airport	BOG	SKBO	Bogota	Colombia	470159	-741469	8361	-5	U	America/Bogota
2710	Ernesto Cortissoz International Airport	BAQ	SKBQ	Barranquilla	Colombia	108896	-747808	98	-5	U	America/Bogota
2711	JosÇ Celestino Mutis Airport	BSC	SKBS	Bahia Solano	Colombia	620292	-773947	80	-5	U	America/Bogota
2712	Gerardo Tobar L¢pez Airport	BUN	SKBU	Buenaventura	Colombia	381963	-769898	48	-5	U	America/Bogota
2713	Camilo Daza International Airport	CUC	SKCC	Cucuta	Colombia	792757	-725115	1096	-5	U	America/Bogota
2714	Rafael Nu§ez International Airport	CTG	SKCG	Cartagena	Colombia	104424	-75513	4	-5	U	America/Bogota
2715	Alfonso Bonilla Aragon International Airport	CLO	SKCL	Cali	Colombia	354322	-763816	3162	-5	U	America/Bogota
2716	La Florida Airport	TCO	SKCO	Tumaco	Colombia	181442	-787492	8	-5	U	America/Bogota
2717	Las Brujas Airport	CZU	SKCZ	Corozal	Colombia	933274	-752856	528	-5	U	America/Bogota
2718	Yarigu°es Airport	EJA	SKEJ	Barrancabermeja	Colombia	702433	-738068	412	-5	U	America/Bogota
2719	Gustavo Artunduaga Paredes Airport	FLA	SKFL	Florencia	Colombia	158919	-755644	803	-5	U	America/Bogota
2720	Santiago Vila Airport	GIR	SKGI	Girardot	Colombia	427624	-747967	900	-5	U	America/Bogota
2722	Juan Casiano Airport	GPI	SKGP	Guapi	Colombia	257013	-778986	164	-5	U	America/Bogota
